证券代码,交易时间,开盘价,最高价,最低价,收盘价,前收盘价,涨跌额,涨跌幅,成交量(手),成交额(千元),换手率（%）,换手率（自由流通股）,量比,市盈率（总市值/净利润， 亏损的PE为空）,市盈率（TTM，亏损的PE为空）,市净率（总市值/净资产）,市销率,市销率（TTM）,股息率 （%）,股息率（TTM）（%）,总股本 （万股）,流通股本 （万股）,自由流通股本 （万）,总市值 （万元）,流通市值（万元）
000001.SZ,19910404,48.76,48.76,48.76,48.76,49,-0.24,-0.49,3,15,0.0011,0.0011,,33.3667,33.3667,9.999,,,,,4850.0171,2650,2650,236486.8338,129214
